County,Date,Status (as of 2024-06-04),Number of Transactions
Grant,1/4/2022,Approved,2
Grant,1/5/2022,Approved,1
Grant,1/6/2022,Approved,1
Grant,1/7/2022,Approved,4
Grant,1/8/2022,Approved,2
Grant,1/10/2022,Approved,4
Grant,1/11/2022,Approved,1
Grant,1/12/2022,Approved,1
Grant,1/12/2022,Canceled,1
Grant,1/12/2022,Pending,1
Grant,1/13/2022,Approved,2
Grant,1/14/2022,Approved,4
Grant,1/15/2022,Approved,3
Grant,1/17/2022,Approved,1
Grant,1/18/2022,Approved,2
Grant,1/19/2022,Approved,1
Grant,1/20/2022,Approved,1
Grant,1/21/2022,Approved,1
Grant,1/22/2022,Approved,2
Grant,1/23/2022,Approved,1
Grant,1/24/2022,Approved,1
Grant,1/25/2022,Approved,2
Grant,1/26/2022,Approved,3
Grant,1/27/2022,Approved,3
Grant,1/28/2022,Approved,1
Grant,1/29/2022,Approved,3
Grant,1/30/2022,Approved,1
Grant,1/31/2022,Approved,3
Grant,2/1/2022,Approved,4
Grant,2/3/2022,Approved,4
Grant,2/4/2022,Approved,2
Grant,2/5/2022,Approved,2
Grant,2/7/2022,Approved,3
Grant,2/9/2022,Approved,5
Grant,2/10/2022,Approved,3
Grant,2/11/2022,Approved,1
Grant,2/12/2022,Approved,3
Grant,2/13/2022,Approved,2
Grant,2/15/2022,Approved,3
Grant,2/16/2022,Approved,1
Grant,2/17/2022,Approved,4
Grant,2/19/2022,Approved,2
Grant,2/20/2022,Approved,1
Grant,2/21/2022,Approved,2
Grant,2/22/2022,Approved,4
Grant,2/23/2022,Approved,2
Grant,2/24/2022,Approved,1
Grant,2/25/2022,Approved,2
Grant,2/26/2022,Approved,5
Grant,2/27/2022,Approved,1
Grant,2/28/2022,Approved,2
Grant,3/1/2022,Approved,3
Grant,3/2/2022,Approved,2
Grant,3/4/2022,Approved,3
Grant,3/5/2022,Approved,1
Grant,3/6/2022,Approved,2
Grant,3/7/2022,Approved,1
Grant,3/7/2022,Canceled,1
Grant,3/8/2022,Approved,2
Grant,3/8/2022,Denied,1
Grant,3/9/2022,Approved,3
Grant,3/10/2022,Approved,1
Grant,3/11/2022,Approved,1
Grant,3/12/2022,Approved,7
Grant,3/13/2022,Approved,1
Grant,3/14/2022,Approved,3
Grant,3/15/2022,Approved,3
Grant,3/16/2022,Approved,1
Grant,3/17/2022,Approved,1
Grant,3/18/2022,Approved,5
Grant,3/20/2022,Approved,1
Grant,3/21/2022,Approved,1
Grant,3/22/2022,Approved,2
Grant,3/23/2022,Approved,5
Grant,3/24/2022,Approved,4
Grant,3/25/2022,Approved,3
Grant,3/26/2022,Approved,3
Grant,3/27/2022,Approved,3
Grant,3/28/2022,Approved,2
Grant,3/29/2022,Approved,5
Grant,3/30/2022,Approved,2
Grant,3/30/2022,Canceled,1
Grant,3/31/2022,Approved,1
Grant,4/1/2022,Approved,3
Grant,4/2/2022,Approved,5
Grant,4/3/2022,Approved,2
Grant,4/4/2022,Approved,6
Grant,4/5/2022,Approved,1
Grant,4/6/2022,Approved,4
Grant,4/7/2022,Approved,4
Grant,4/8/2022,Approved,1
Grant,4/9/2022,Approved,1
Grant,4/11/2022,Approved,2
Grant,4/12/2022,Approved,5
Grant,4/13/2022,Approved,1
Grant,4/14/2022,Approved,3
Grant,4/16/2022,Approved,4
Grant,4/16/2022,Canceled,1
Grant,4/19/2022,Approved,5
Grant,4/20/2022,Approved,1
Grant,4/21/2022,Approved,3
Grant,4/22/2022,Approved,1
Grant,4/23/2022,Approved,2
Grant,4/24/2022,Approved,11
Grant,4/25/2022,Approved,4
Grant,4/26/2022,Approved,5
Grant,4/28/2022,Approved,2
Grant,4/29/2022,Approved,2
Grant,4/30/2022,Approved,24
Grant,4/30/2022,Canceled,1
Grant,5/1/2022,Approved,14
Grant,5/1/2022,Canceled,1
Grant,5/2/2022,Approved,3
Grant,5/3/2022,Approved,3
Grant,5/4/2022,Approved,4
Grant,5/5/2022,Approved,1
Grant,5/6/2022,Approved,1
Grant,5/9/2022,Approved,1
Grant,5/10/2022,Approved,1
Grant,5/11/2022,Approved,2
Grant,5/13/2022,Approved,2
Grant,5/13/2022,Denied,1
Grant,5/13/2022,Pending,1
Grant,5/14/2022,Approved,2
Grant,5/15/2022,Approved,1
Grant,5/16/2022,Approved,1
Grant,5/17/2022,Approved,1
Grant,5/18/2022,Approved,1
Grant,5/19/2022,Approved,2
Grant,5/20/2022,Approved,2
Grant,5/20/2022,Denied,1
Grant,5/21/2022,Approved,3
Grant,5/21/2022,Canceled,1
Grant,5/23/2022,Approved,5
Grant,5/24/2022,Approved,3
Grant,5/25/2022,Approved,5
Grant,5/26/2022,Approved,1
Grant,5/27/2022,Approved,2
Grant,5/28/2022,Approved,1
Grant,5/29/2022,Approved,2
Grant,5/31/2022,Approved,2
Grant,6/1/2022,Approved,1
Grant,6/2/2022,Approved,3
Grant,6/3/2022,Approved,5
Grant,6/4/2022,Approved,1
Grant,6/5/2022,Approved,2
Grant,6/6/2022,Approved,7
Grant,6/8/2022,Approved,2
Grant,6/8/2022,Denied,1
Grant,6/9/2022,Approved,2
Grant,6/10/2022,Approved,2
Grant,6/11/2022,Approved,8
Grant,6/12/2022,Approved,2
Grant,6/13/2022,Approved,3
Grant,6/14/2022,Approved,2
Grant,6/16/2022,Approved,1
Grant,6/17/2022,Approved,3
Grant,6/17/2022,Canceled,1
Grant,6/18/2022,Approved,1
Grant,6/20/2022,Approved,1
Grant,6/21/2022,Approved,3
Grant,6/22/2022,Approved,1
Grant,6/23/2022,Approved,3
Grant,6/24/2022,Approved,6
Grant,6/25/2022,Approved,2
Grant,6/27/2022,Approved,3
Grant,6/28/2022,Approved,3
Grant,6/30/2022,Approved,1
Grant,7/1/2022,Approved,3
Grant,7/1/2022,Pending,2
Grant,7/2/2022,Approved,1
Grant,7/5/2022,Approved,3
Grant,7/6/2022,Approved,1
Grant,7/7/2022,Approved,5
Grant,7/8/2022,Approved,2
Grant,7/9/2022,Approved,8
Grant,7/9/2022,Canceled,1
Grant,7/11/2022,Approved,5
Grant,7/12/2022,Approved,2
Grant,7/13/2022,Approved,2
Grant,7/15/2022,Approved,4
Grant,7/16/2022,Approved,7
Grant,7/18/2022,Approved,2
Grant,7/19/2022,Approved,1
Grant,7/20/2022,Approved,1
Grant,7/22/2022,Approved,2
Grant,7/23/2022,Approved,2
Grant,7/25/2022,Approved,3
Grant,7/26/2022,Approved,1
Grant,7/27/2022,Approved,1
Grant,7/28/2022,Approved,3
Grant,7/29/2022,Approved,3
Grant,7/30/2022,Approved,1
Grant,8/1/2022,Approved,1
Grant,8/2/2022,Approved,1
Grant,8/3/2022,Approved,1
Grant,8/3/2022,Canceled,1
Grant,8/4/2022,Approved,4
Grant,8/5/2022,Approved,8
Grant,8/5/2022,Pending,1
Grant,8/6/2022,Approved,4
Grant,8/8/2022,Approved,2
Grant,8/8/2022,Canceled,1
Grant,8/9/2022,Approved,3
Grant,8/10/2022,Approved,2
Grant,8/11/2022,Approved,3
Grant,8/12/2022,Approved,3
Grant,8/13/2022,Approved,1
Grant,8/14/2022,Approved,1
Grant,8/15/2022,Approved,7
Grant,8/16/2022,Approved,3
Grant,8/17/2022,Approved,1
Grant,8/18/2022,Approved,2
Grant,8/19/2022,Approved,2
Grant,8/20/2022,Approved,2
Grant,8/21/2022,Approved,1
Grant,8/22/2022,Approved,3
Grant,8/23/2022,Approved,3
Grant,8/24/2022,Approved,1
Grant,8/25/2022,Approved,3
Grant,8/26/2022,Approved,2
Grant,8/27/2022,Approved,5
Grant,8/28/2022,Approved,3
Grant,8/29/2022,Approved,2
Grant,8/30/2022,Approved,3
Grant,8/31/2022,Approved,1
Grant,9/2/2022,Approved,2
Grant,9/3/2022,Approved,2
Grant,9/4/2022,Approved,1
Grant,9/7/2022,Approved,1
Grant,9/8/2022,Approved,3
Grant,9/9/2022,Approved,2
Grant,9/10/2022,Approved,1
Grant,9/11/2022,Approved,1
Grant,9/12/2022,Approved,2
Grant,9/13/2022,Approved,1
Grant,9/14/2022,Approved,3
Grant,9/14/2022,Canceled,1
Grant,9/15/2022,Approved,3
Grant,9/16/2022,Approved,1
Grant,9/17/2022,Approved,1
Grant,9/17/2022,Canceled,1
Grant,9/19/2022,Approved,5
Grant,9/20/2022,Approved,1
Grant,9/21/2022,Approved,1
Grant,9/22/2022,Approved,2
Grant,9/23/2022,Approved,4
Grant,9/24/2022,Approved,1
Grant,9/25/2022,Approved,1
Grant,9/26/2022,Approved,4
Grant,9/27/2022,Approved,1
Grant,9/28/2022,Approved,2
Grant,9/28/2022,Canceled,1
Grant,9/30/2022,Approved,4
Grant,10/1/2022,Approved,1
Grant,10/3/2022,Approved,4
Grant,10/4/2022,Approved,2
Grant,10/5/2022,Approved,2
Grant,10/6/2022,Approved,2
Grant,10/7/2022,Approved,2
Grant,10/9/2022,Approved,1
Grant,10/10/2022,Approved,2
Grant,10/11/2022,Approved,2
Grant,10/12/2022,Approved,2
Grant,10/12/2022,Canceled,1
Grant,10/13/2022,Approved,1
Grant,10/14/2022,Approved,3
Grant,10/15/2022,Approved,3
Grant,10/16/2022,Approved,4
Grant,10/17/2022,Approved,2
Grant,10/18/2022,Approved,2
Grant,10/19/2022,Approved,3
Grant,10/20/2022,Approved,5
Grant,10/21/2022,Approved,2
Grant,10/22/2022,Approved,3
Grant,10/22/2022,Canceled,1
Grant,10/23/2022,Approved,1
Grant,10/24/2022,Approved,5
Grant,10/25/2022,Approved,1
Grant,10/26/2022,Approved,4
Grant,10/27/2022,Approved,4
Grant,10/30/2022,Approved,1
Grant,10/31/2022,Approved,2
Grant,11/1/2022,Approved,2
Grant,11/2/2022,Approved,4
Grant,11/3/2022,Approved,3
Grant,11/4/2022,Approved,2
Grant,11/5/2022,Approved,2
Grant,11/7/2022,Approved,1
Grant,11/8/2022,Approved,3
Grant,11/9/2022,Approved,3
Grant,11/10/2022,Approved,7
Grant,11/10/2022,Canceled,2
Grant,11/11/2022,Approved,10
Grant,11/12/2022,Approved,3
Grant,11/13/2022,Approved,2
Grant,11/14/2022,Approved,2
Grant,11/15/2022,Approved,4
Grant,11/16/2022,Approved,4
Grant,11/16/2022,Canceled,1
Grant,11/17/2022,Approved,12
Grant,11/18/2022,Approved,12
Grant,11/18/2022,Canceled,1
Grant,11/19/2022,Approved,11
Grant,11/19/2022,Canceled,1
Grant,11/20/2022,Approved,5
Grant,11/21/2022,Approved,7
Grant,11/21/2022,Canceled,1
Grant,11/22/2022,Approved,11
Grant,11/23/2022,Approved,10
Grant,11/25/2022,Approved,17
Grant,11/25/2022,Canceled,2
Grant,11/26/2022,Approved,12
Grant,11/27/2022,Approved,3
Grant,11/28/2022,Approved,7
Grant,11/29/2022,Approved,9
Grant,11/29/2022,Pending,1
Grant,11/30/2022,Approved,10
Grant,12/1/2022,Approved,7
Grant,12/1/2022,Canceled,1
Grant,12/2/2022,Approved,14
Grant,12/2/2022,Canceled,2
Grant,12/3/2022,Approved,7
Grant,12/4/2022,Approved,3
Grant,12/5/2022,Approved,4
Grant,12/6/2022,Approved,5
Grant,12/7/2022,Approved,5
Grant,12/7/2022,Canceled,1
Grant,12/8/2022,Approved,12
Grant,12/8/2022,Canceled,3
Grant,12/9/2022,Approved,3
Grant,12/9/2022,Pending,1
Grant,12/10/2022,Approved,9
Grant,12/11/2022,Approved,1
Grant,12/12/2022,Approved,5
Grant,12/13/2022,Approved,6
Grant,12/14/2022,Approved,3
Grant,12/15/2022,Approved,2
Grant,12/16/2022,Approved,3
Grant,12/17/2022,Approved,6
Grant,12/18/2022,Approved,2
Grant,12/19/2022,Approved,2
Grant,12/19/2022,Canceled,1
Grant,12/20/2022,Approved,1
Grant,12/21/2022,Approved,3
Grant,12/21/2022,Canceled,1
Grant,12/22/2022,Approved,2
Grant,12/23/2022,Canceled,1
Grant,12/24/2022,Approved,4
Grant,12/26/2022,Approved,3
Grant,12/27/2022,Approved,3
Grant,12/29/2022,Approved,3
Grant,12/30/2022,Approved,2
Grant,12/31/2022,Approved,3
Grant,1/2/2023,Approved,6
Grant,1/3/2023,Approved,2
Grant,1/4/2023,Approved,3
Grant,1/5/2023,Approved,2
Grant,1/6/2023,Approved,4
Grant,1/8/2023,Approved,1
Grant,1/10/2023,Approved,5
Grant,1/11/2023,Approved,4
Grant,1/13/2023,Approved,2
Grant,1/14/2023,Approved,3
Grant,1/15/2023,Approved,1
Grant,1/16/2023,Approved,3
Grant,1/17/2023,Approved,2
Grant,1/19/2023,Approved,1
Grant,1/20/2023,Approved,1
Grant,1/22/2023,Approved,1
Grant,1/23/2023,Approved,3
Grant,1/24/2023,Approved,2
Grant,1/24/2023,Canceled,1
Grant,1/26/2023,Approved,2
Grant,1/27/2023,Approved,2
Grant,1/28/2023,Approved,2
Grant,1/30/2023,Approved,2
Grant,1/31/2023,Approved,4
Grant,2/1/2023,Approved,5
Grant,2/2/2023,Approved,3
Grant,2/3/2023,Approved,1
Grant,2/4/2023,Approved,3
Grant,2/5/2023,Approved,1
Grant,2/6/2023,Approved,4
Grant,2/7/2023,Approved,8
Grant,2/8/2023,Approved,3
Grant,2/8/2023,Pending,1
Grant,2/9/2023,Approved,2
Grant,2/10/2023,Approved,2
Grant,2/11/2023,Approved,2
Grant,2/13/2023,Approved,2
Grant,2/14/2023,Approved,6
Grant,2/15/2023,Approved,7
Grant,2/15/2023,Canceled,2
Grant,2/16/2023,Approved,1
Grant,2/17/2023,Approved,2
Grant,2/17/2023,Canceled,1
Grant,2/18/2023,Approved,6
Grant,2/20/2023,Pending,2
Grant,2/21/2023,Approved,1
Grant,2/22/2023,Approved,5
Grant,2/24/2023,Approved,2
Grant,2/25/2023,Approved,1
Grant,2/26/2023,Approved,1
Grant,2/27/2023,Approved,3
Grant,2/28/2023,Approved,6
Grant,3/1/2023,Approved,10
Grant,3/2/2023,Approved,6
Grant,3/2/2023,Pending,1
Grant,3/3/2023,Approved,4
Grant,3/4/2023,Approved,10
Grant,3/5/2023,Approved,1
Grant,3/6/2023,Approved,3
Grant,3/7/2023,Approved,3
Grant,3/7/2023,Canceled,1
Grant,3/8/2023,Approved,4
Grant,3/9/2023,Approved,3
Grant,3/10/2023,Approved,4
Grant,3/11/2023,Approved,7
Grant,3/12/2023,Approved,1
Grant,3/13/2023,Approved,4
Grant,3/14/2023,Approved,1
Grant,3/15/2023,Approved,3
Grant,3/16/2023,Approved,3
Grant,3/17/2023,Approved,3
Grant,3/18/2023,Approved,4
Grant,3/20/2023,Approved,1
Grant,3/21/2023,Approved,1
Grant,3/22/2023,Approved,1
Grant,3/23/2023,Approved,1
Grant,3/24/2023,Approved,4
Grant,3/24/2023,Canceled,1
Grant,3/25/2023,Approved,23
Grant,3/25/2023,Denied,1
Grant,3/26/2023,Approved,6
Grant,3/27/2023,Approved,3
Grant,3/27/2023,Denied,1
Grant,3/28/2023,Approved,5
Grant,3/29/2023,Approved,2
Grant,3/30/2023,Approved,3
Grant,3/31/2023,Approved,6
Grant,3/31/2023,Canceled,1
Grant,4/1/2023,Approved,1
Grant,4/2/2023,Approved,2
Grant,4/3/2023,Approved,4
Grant,4/4/2023,Approved,4
Grant,4/5/2023,Approved,7
Grant,4/5/2023,Canceled,1
Grant,4/6/2023,Approved,3
Grant,4/6/2023,Pending,1
Grant,4/7/2023,Approved,3
Grant,4/8/2023,Approved,6
Grant,4/8/2023,Canceled,1
Grant,4/10/2023,Approved,1
Grant,4/11/2023,Approved,4
Grant,4/12/2023,Approved,2
Grant,4/12/2023,Canceled,1
Grant,4/12/2023,Pending,1
Grant,4/13/2023,Approved,5
Grant,4/14/2023,Approved,2
Grant,4/15/2023,Approved,1
Grant,4/16/2023,Approved,3
Grant,4/17/2023,Approved,5
Grant,4/17/2023,Canceled,1
Grant,4/18/2023,Approved,1
Grant,4/18/2023,Pending,1
Grant,4/19/2023,Approved,2
Grant,4/20/2023,Approved,1
Grant,4/21/2023,Approved,1
Grant,4/22/2023,Approved,4
Grant,4/24/2023,Approved,3
Grant,4/25/2023,Approved,3
Grant,4/26/2023,Approved,7
Grant,4/27/2023,Approved,4
Grant,4/27/2023,Pending,1
Grant,4/28/2023,Approved,6
Grant,4/29/2023,Approved,3
Grant,4/30/2023,Approved,1
Grant,5/1/2023,Approved,2
Grant,5/2/2023,Approved,5
Grant,5/3/2023,Approved,1
Grant,5/4/2023,Approved,3
Grant,5/5/2023,Approved,3
Grant,5/5/2023,Pending,1
Grant,5/6/2023,Approved,4
Grant,5/7/2023,Approved,1
Grant,5/8/2023,Approved,1
Grant,5/9/2023,Approved,2
Grant,5/10/2023,Approved,3
Grant,5/10/2023,Pending,1
Grant,5/12/2023,Approved,2
Grant,5/13/2023,Approved,2
Grant,5/14/2023,Approved,1
Grant,5/15/2023,Approved,1
Grant,5/16/2023,Approved,3
Grant,5/17/2023,Approved,2
Grant,5/18/2023,Approved,2
Grant,5/19/2023,Approved,5
Grant,5/22/2023,Approved,3
Grant,5/22/2023,Pending,1
Grant,5/23/2023,Approved,3
Grant,5/24/2023,Approved,3
Grant,5/25/2023,Approved,2
Grant,5/25/2023,Canceled,1
Grant,5/26/2023,Approved,4
Grant,5/26/2023,Canceled,1
Grant,5/27/2023,Approved,1
Grant,5/28/2023,Approved,1
Grant,5/30/2023,Approved,1
Grant,5/31/2023,Approved,8
Grant,6/1/2023,Approved,1
Grant,6/3/2023,Approved,1
Grant,6/3/2023,Canceled,1
Grant,6/3/2023,Pending,1
Grant,6/5/2023,Approved,2
Grant,6/6/2023,Approved,2
Grant,6/8/2023,Approved,2
Grant,6/9/2023,Approved,5
Grant,6/10/2023,Approved,2
Grant,6/11/2023,Approved,1
Grant,6/12/2023,Approved,2
Grant,6/13/2023,Approved,1
Grant,6/14/2023,Approved,2
Grant,6/15/2023,Approved,4
Grant,6/15/2023,Pending,1
Grant,6/17/2023,Approved,3
Grant,6/18/2023,Approved,2
Grant,6/19/2023,Approved,2
Grant,6/21/2023,Approved,1
Grant,6/22/2023,Approved,4
Grant,6/23/2023,Approved,2
Grant,6/24/2023,Approved,2
Grant,6/26/2023,Approved,4
Grant,6/27/2023,Approved,4
Grant,6/28/2023,Approved,1
Grant,6/29/2023,Approved,2
Grant,6/30/2023,Approved,4
Grant,7/1/2023,Approved,1
Grant,7/2/2023,Approved,2
Grant,7/2/2023,Canceled,1
Grant,7/3/2023,Approved,1
Grant,7/5/2023,Approved,4
Grant,7/6/2023,Approved,6
Grant,7/7/2023,Approved,2
Grant,7/8/2023,Approved,1
Grant,7/9/2023,Approved,1
Grant,7/10/2023,Approved,3
Grant,7/11/2023,Approved,3
Grant,7/11/2023,Pending,1
Grant,7/12/2023,Approved,2
Grant,7/13/2023,Approved,2
Grant,7/14/2023,Approved,6
Grant,7/14/2023,Canceled,2
Grant,7/15/2023,Approved,4
Grant,7/17/2023,Approved,1
Grant,7/18/2023,Approved,4
Grant,7/19/2023,Approved,5
Grant,7/19/2023,Denied,1
Grant,7/20/2023,Approved,5
Grant,7/21/2023,Approved,2
Grant,7/22/2023,Approved,2
Grant,7/22/2023,Canceled,1
Grant,7/23/2023,Approved,4
Grant,7/24/2023,Approved,2
Grant,7/25/2023,Approved,4
Grant,7/26/2023,Approved,3
Grant,7/27/2023,Approved,2
Grant,7/28/2023,Approved,5
Grant,7/29/2023,Approved,4
Grant,7/31/2023,Approved,3
Grant,8/1/2023,Approved,6
Grant,8/2/2023,Canceled,1
Grant,8/3/2023,Approved,3
Grant,8/3/2023,Canceled,1
Grant,8/4/2023,Approved,1
Grant,8/5/2023,Approved,3
Grant,8/7/2023,Approved,4
Grant,8/7/2023,Canceled,1
Grant,8/8/2023,Approved,3
Grant,8/9/2023,Approved,1
Grant,8/10/2023,Approved,3
Grant,8/11/2023,Approved,5
Grant,8/13/2023,Approved,1
Grant,8/13/2023,Canceled,1
Grant,8/14/2023,Approved,5
Grant,8/15/2023,Approved,3
Grant,8/16/2023,Approved,1
Grant,8/17/2023,Approved,4
Grant,8/18/2023,Approved,3
Grant,8/19/2023,Approved,3
Grant,8/21/2023,Approved,1
Grant,8/21/2023,Canceled,1
Grant,8/23/2023,Approved,2
Grant,8/23/2023,Canceled,1
Grant,8/24/2023,Approved,3
Grant,8/25/2023,Approved,6
Grant,8/25/2023,Denied,1
Grant,8/26/2023,Approved,3
Grant,8/27/2023,Approved,3
Grant,8/28/2023,Approved,4
Grant,8/29/2023,Approved,3
Grant,8/30/2023,Approved,3
Grant,8/31/2023,Approved,3
Grant,9/1/2023,Approved,7
Grant,9/2/2023,Approved,3
Grant,9/3/2023,Approved,1
Grant,9/5/2023,Approved,1
Grant,9/6/2023,Approved,3
Grant,9/7/2023,Approved,2
Grant,9/8/2023,Approved,6
Grant,9/9/2023,Approved,2
Grant,9/11/2023,Approved,4
Grant,9/12/2023,Approved,1
Grant,9/13/2023,Approved,3
Grant,9/14/2023,Approved,5
Grant,9/15/2023,Approved,5
Grant,9/15/2023,Pending,1
Grant,9/17/2023,Approved,1
Grant,9/18/2023,Approved,1
Grant,9/20/2023,Approved,2
Grant,9/21/2023,Approved,3
Grant,9/22/2023,Approved,2
Grant,9/23/2023,Approved,3
Grant,9/25/2023,Approved,2
Grant,9/25/2023,Canceled,1
Grant,9/26/2023,Approved,2
Grant,9/27/2023,Approved,3
Grant,9/28/2023,Approved,3
Grant,9/28/2023,Canceled,1
Grant,9/29/2023,Approved,5
Grant,9/29/2023,Canceled,1
Grant,10/1/2023,Approved,2
Grant,10/2/2023,Approved,2
Grant,10/3/2023,Approved,2
Grant,10/4/2023,Approved,3
Grant,10/5/2023,Approved,6
Grant,10/6/2023,Approved,6
Grant,10/6/2023,Pending,1
Grant,10/8/2023,Approved,1
Grant,10/10/2023,Approved,1
Grant,10/11/2023,Approved,4
Grant,10/13/2023,Approved,2
Grant,10/14/2023,Approved,2
Grant,10/15/2023,Approved,3
Grant,10/16/2023,Approved,3
Grant,10/17/2023,Approved,2
Grant,10/19/2023,Approved,2
Grant,10/19/2023,Canceled,1
Grant,10/20/2023,Approved,4
Grant,10/21/2023,Approved,2
Grant,10/23/2023,Approved,5
Grant,10/23/2023,Canceled,1
Grant,10/24/2023,Approved,1
Grant,10/26/2023,Approved,1
Grant,10/28/2023,Approved,2
Grant,10/29/2023,Approved,1
Grant,10/30/2023,Approved,4
Grant,10/31/2023,Approved,3
Grant,11/1/2023,Approved,5
Grant,11/2/2023,Approved,4
Grant,11/5/2023,Approved,1
Grant,11/6/2023,Approved,3
Grant,11/7/2023,Approved,3
Grant,11/8/2023,Approved,5
Grant,11/9/2023,Approved,2
Grant,11/10/2023,Approved,1
Grant,11/11/2023,Approved,2
Grant,11/13/2023,Approved,3
Grant,11/14/2023,Approved,2
Grant,11/15/2023,Approved,7
Grant,11/16/2023,Approved,1
Grant,11/17/2023,Approved,2
Grant,11/17/2023,Canceled,1
Grant,11/18/2023,Approved,2
Grant,11/20/2023,Approved,2
Grant,11/21/2023,Approved,7
Grant,11/22/2023,Approved,5
Grant,11/24/2023,Approved,7
Grant,11/25/2023,Approved,2
Grant,11/26/2023,Canceled,1
Grant,11/27/2023,Approved,1
Grant,11/28/2023,Approved,3
Grant,11/29/2023,Approved,3
Grant,11/30/2023,Approved,3
Grant,12/1/2023,Approved,7
Grant,12/2/2023,Approved,3
Grant,12/3/2023,Approved,1
Grant,12/4/2023,Approved,4
Grant,12/5/2023,Approved,3
Grant,12/5/2023,Canceled,1
Grant,12/6/2023,Approved,1
Grant,12/7/2023,Approved,2
Grant,12/8/2023,Approved,3
Grant,12/11/2023,Approved,1
Grant,12/12/2023,Approved,3
Grant,12/13/2023,Approved,2
Grant,12/14/2023,Approved,3
Grant,12/15/2023,Approved,2
Grant,12/17/2023,Approved,2
Grant,12/18/2023,Approved,6
Grant,12/19/2023,Approved,5
Grant,12/20/2023,Approved,4
Grant,12/20/2023,Pending,1
Grant,12/21/2023,Approved,1
Grant,12/22/2023,Approved,6
Grant,12/23/2023,Approved,4
Grant,12/26/2023,Approved,7
Grant,12/26/2023,Pending,1
Grant,12/27/2023,Approved,1
Grant,12/28/2023,Approved,2
Grant,12/29/2023,Approved,2
Grant,12/30/2023,Approved,2
Grant,1/2/2024,Approved,3
Grant,1/2/2024,Canceled,1
Grant,1/3/2024,Approved,5
Grant,1/4/2024,Approved,1
Grant,1/5/2024,Approved,2
Grant,1/6/2024,Approved,2
Grant,1/7/2024,Approved,3
Grant,1/8/2024,Approved,3
Grant,1/9/2024,Approved,3
Grant,1/10/2024,Approved,4
Grant,1/10/2024,Canceled,1
Grant,1/11/2024,Approved,7
Grant,1/12/2024,Approved,2
Grant,1/13/2024,Approved,5
Grant,1/15/2024,Approved,1
Grant,1/16/2024,Approved,2
Grant,1/17/2024,Approved,5
Grant,1/18/2024,Approved,5
Grant,1/19/2024,Approved,1
Grant,1/19/2024,Canceled,1
Grant,1/20/2024,Approved,1
Grant,1/21/2024,Approved,2
Grant,1/22/2024,Approved,2
Grant,1/24/2024,Approved,7
Grant,1/25/2024,Approved,4
Grant,1/26/2024,Approved,5
Grant,1/27/2024,Approved,3
Grant,1/28/2024,Approved,1
Grant,1/30/2024,Approved,1
Grant,1/31/2024,Approved,2
Grant,2/1/2024,Approved,8
Grant,2/1/2024,Canceled,1
Grant,2/2/2024,Approved,3
Grant,2/3/2024,Approved,4
Grant,2/5/2024,Approved,2
Grant,2/6/2024,Approved,1
Grant,2/7/2024,Approved,5
Grant,2/8/2024,Approved,3
Grant,2/9/2024,Approved,1
Grant,2/10/2024,Approved,2
Grant,2/12/2024,Approved,3
Grant,2/13/2024,Approved,3
Grant,2/14/2024,Approved,5
Grant,2/15/2024,Approved,4
Grant,2/16/2024,Approved,1
Grant,2/19/2024,Approved,1
Grant,2/20/2024,Approved,1
Grant,2/21/2024,Approved,3
Grant,2/22/2024,Approved,2
Grant,2/23/2024,Approved,9
Grant,2/23/2024,Canceled,1
Grant,2/24/2024,Approved,1
Grant,2/24/2024,Denied,1
Grant,2/25/2024,Approved,1
Grant,2/26/2024,Approved,3
Grant,2/27/2024,Approved,5
Grant,2/28/2024,Approved,4
Grant,2/29/2024,Approved,6
Grant,2/29/2024,Canceled,1
Grant,2/29/2024,Pending,1
Grant,3/1/2024,Approved,2
Grant,3/2/2024,Approved,3
Grant,3/3/2024,Approved,1
Grant,3/4/2024,Approved,4
Grant,3/5/2024,Approved,2
Grant,3/6/2024,Approved,3
Grant,3/7/2024,Approved,1
Grant,3/8/2024,Approved,1
Grant,3/9/2024,Canceled,1
Grant,3/9/2024,Pending,1
Grant,3/10/2024,Approved,1
Grant,3/11/2024,Approved,2
Grant,3/11/2024,Canceled,1
Grant,3/12/2024,Approved,2
Grant,3/13/2024,Approved,5
Grant,3/14/2024,Approved,5
Grant,3/14/2024,Canceled,1
Grant,3/15/2024,Approved,3
Grant,3/17/2024,Approved,1
Grant,3/17/2024,Pending,1
